Scenario,Sector,Fuel,Region,2020,2025,2030,2035,2040,2045,2050
H2,Transport,Biofuel (LF),NIS,21.78,17.81,27.57,27.21,14.96,4.69,0.0
H2,Transport,Biofuel (LF),OTG,46.88,38.79,61.35,62.88,37.33,13.27,0.0
H2,Transport,Biofuel (LF),TRN,15.34,12.7,20.12,20.66,12.37,4.46,0.0
H2,Transport,Biofuel (LF),WEL,53.07,44.52,72.22,76.94,49.55,19.84,0.0
H2,Transport,Biofuel (LF),WTO,55.73,45.72,71.27,71.14,40.15,13.21,0.0
H2,Transport,Biofuel (gas),AKL,0.0,0.0,0.2,0.51,0.87,1.02,0.0
H2,Transport,Biofuel (gas),BOP,0.0,0.0,0.33,0.84,1.43,1.69,0.0
H2,Transport,Biofuel (gas),CAN,0.0,0.0,0.1,0.26,0.44,0.51,0.0
H2,Transport,Biofuel (gas),CEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,Biofuel (gas),GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,Biofuel (gas),HBY,0.0,0.0,0.06,0.16,0.27,0.32,0.0
H2,Transport,Biofuel (gas),NEL,0.0,0.0,0.01,0.03,0.06,0.07,0.0
H2,Transport,Biofuel (gas),NIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,Biofuel (gas),OTG,0.0,0.0,0.05,0.14,0.23,0.28,0.0
H2,Transport,Biofuel (gas),TRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,Biofuel (gas),WEL,0.0,0.0,0.02,0.06,0.11,0.12,0.0
H2,Transport,Biofuel (gas),WTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,E-fuel (LF),AKL,0.0,0.0,229.52,1164.83,2938.51,2123.48,1347.07
H2,Transport,E-fuel (LF),BOP,0.0,0.0,59.32,320.81,888.92,718.1,465.42
H2,Transport,E-fuel (LF),CAN,0.0,0.0,122.02,627.27,1624.55,1212.82,780.09
H2,Transport,E-fuel (LF),CEN,0.0,0.0,39.6,199.49,497.64,350.39,221.51
H2,Transport,E-fuel (LF),GIS,0.0,0.0,8.16,43.15,118.78,95.97,63.61
H2,Transport,E-fuel (LF),HBY,0.0,0.0,29.98,157.77,424.6,332.43,215.77
H2,Transport,E-fuel (LF),NEL,0.0,0.0,35.61,193.61,560.04,482.06,325.73
H2,Transport,E-fuel (LF),NIS,0.0,0.0,27.57,136.07,324.05,210.98,128.73
H2,Transport,E-fuel (LF),OTG,0.0,0.0,61.35,314.42,808.71,596.9,382.02
H2,Transport,E-fuel (LF),TRN,0.0,0.0,20.12,103.28,267.99,200.91,130.4
H2,Transport,E-fuel (LF),WEL,0.0,0.0,72.22,384.72,1073.63,892.76,596.3
H2,Transport,E-fuel (LF),WTO,0.0,0.0,71.27,355.72,869.87,594.54,370.9
H2,Transport,E-fuel (gas),AKL,0.0,0.0,0.2,2.55,18.85,46.07,85.03
H2,Transport,E-fuel (gas),BOP,0.0,0.0,0.33,4.2,31.05,75.87,140.02
H2,Transport,E-fuel (gas),CAN,0.0,0.0,0.1,1.28,9.44,23.07,42.58
H2,Transport,E-fuel (gas),CEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,E-fuel (gas),GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,E-fuel (gas),HBY,0.0,0.0,0.06,0.79,5.84,14.27,26.34
H2,Transport,E-fuel (gas),NEL,0.0,0.0,0.01,0.17,1.28,3.13,5.78
H2,Transport,E-fuel (gas),NIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,E-fuel (gas),OTG,0.0,0.0,0.05,0.69,5.12,12.52,23.1
H2,Transport,E-fuel (gas),TRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,E-fuel (gas),WEL,0.0,0.0,0.02,0.31,2.29,5.59,10.32
H2,Transport,E-fuel (gas),WTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,Electricity,AKL,41.5,205.23,473.35,1038.14,1584.67,1874.93,2005.82
H2,Transport,Electricity,BOP,4.01,40.44,102.38,232.14,356.4,426.71,472.84
H2,Transport,Electricity,CAN,15.64,102.82,250.05,552.67,841.93,996.12,1072.76
H2,Transport,Electricity,CEN,3.07,33.14,84.82,189.24,287.58,338.06,361.08
H2,Transport,Electricity,GIS,0.53,6.13,15.86,35.48,54.22,64.59,70.6
H2,Transport,Electricity,HBY,2.03,22.28,56.93,128.1,195.96,233.07,254.31
H2,Transport,Electricity,NEL,2.21,24.01,61.11,138.26,214.48,259.62,288.21
H2,Transport,Electricity,NIS,2.18,23.95,61.16,136.46,206.88,241.95,256.37
H2,Transport,Electricity,OTG,4.58,48.64,123.66,277.42,423.76,501.09,539.31
H2,Transport,Electricity,TRN,1.56,16.04,40.81,91.34,139.7,165.45,178.0
H2,Transport,Electricity,WEL,36.51,83.82,157.86,315.54,473.25,565.71,616.97
H2,Transport,Electricity,WTO,5.61,60.02,152.55,341.29,519.55,610.36,649.4
H2,Transport,Fossil (LF),AKL,17509.31,14434.42,11016.87,6367.75,1446.65,188.75,0.0
H2,Transport,Fossil (LF),BOP,4280.21,3607.77,2847.26,1753.77,437.62,63.83,0.0
H2,Transport,Fossil (LF),CAN,9202.51,7623.4,5857.05,3429.08,799.78,107.8,0.0
H2,Transport,Fossil (LF),CEN,3040.62,2502.67,1900.7,1090.56,244.99,31.15,0.0
H2,Transport,Fossil (LF),GIS,598.61,501.34,391.79,235.9,58.48,8.53,0.0
H2,Transport,Fossil (LF),HBY,2214.7,1849.65,1439.23,862.48,209.03,29.55,0.0
H2,Transport,Fossil (LF),NEL,2535.63,2146.6,1708.87,1058.4,275.72,42.85,0.0
H2,Transport,Fossil (LF),NIS,2156.65,1762.92,1323.5,743.82,159.53,18.75,0.0
H2,Transport,Fossil (LF),OTG,4640.64,3840.43,2944.78,1718.8,398.14,53.06,0.0
H2,Transport,Fossil (LF),TRN,1518.34,1257.69,965.88,564.59,131.93,17.86,0.0
H2,Transport,Fossil (LF),WEL,5253.65,4407.49,3466.45,2103.12,528.55,79.36,0.0
H2,Transport,Fossil (LF),WTO,5516.81,4526.11,3420.74,1944.61,428.24,52.85,0.0
H2,Transport,Fossil (gas),AKL,0.0,6.45,9.52,13.93,9.28,4.1,0.0
H2,Transport,Fossil (gas),BOP,0.0,10.63,15.68,22.94,15.29,6.74,0.0
H2,Transport,Fossil (gas),CAN,0.0,3.23,4.77,6.98,4.65,2.05,0.0
H2,Transport,Fossil (gas),CEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,Fossil (gas),GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,Fossil (gas),HBY,0.0,2.0,2.95,4.32,2.88,1.27,0.0
H2,Transport,Fossil (gas),NEL,0.0,0.44,0.65,0.95,0.63,0.28,0.0
H2,Transport,Fossil (gas),NIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,Fossil (gas),OTG,0.0,1.76,2.58,3.79,2.52,1.12,0.0
H2,Transport,Fossil (gas),TRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,Fossil (gas),WEL,0.0,0.78,1.15,1.69,1.13,0.5,0.0
H2,Transport,Fossil (gas),WTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2,Transport,Hydrogen,AKL,0.01,17.55,36.95,105.64,292.07,598.06,853.16
H2,Transport,Hydrogen,BOP,0.0,4.92,18.67,52.28,156.11,300.87,423.58
H2,Transport,Hydrogen,CAN,0.01,11.75,23.71,66.58,180.55,370.22,523.43
H2,Transport,Hydrogen,CEN,0.0,4.48,7.88,20.54,51.24,105.52,142.83
H2,Transport,Hydrogen,GIS,0.0,0.91,1.6,4.87,13.38,28.42,41.69
H2,Transport,Hydrogen,HBY,0.0,2.95,7.07,20.13,56.87,114.53,162.87
H2,Transport,Hydrogen,NEL,0.0,3.07,5.81,20.67,62.4,134.53,208.25
H2,Transport,Hydrogen,NIS,0.0,3.15,5.54,13.53,32.09,64.89,83.47
H2,Transport,Hydrogen,OTG,0.0,6.14,12.45,34.23,91.76,187.05,261.41
H2,Transport,Hydrogen,TRN,0.0,2.05,3.6,10.24,27.08,56.85,80.98
H2,Transport,Hydrogen,WEL,0.0,4.38,8.43,32.79,102.82,223.68,353.84
H2,Transport,Hydrogen,WTO,0.01,7.55,13.28,34.2,84.54,173.55,232.91
NT,Heat,Biofuel (LF),AKL,1.0,0.99,4.42,5.78,3.38,1.59,0.0
NT,Heat,Biofuel (LF),BOP,0.17,0.17,0.75,0.99,0.58,0.27,0.0
NT,Heat,Biofuel (LF),CAN,1.89,1.87,8.32,10.89,6.36,2.99,0.0
NT,Heat,Biofuel (LF),CEN,0.15,0.15,0.67,0.87,0.51,0.24,0.0
NT,Heat,Biofuel (LF),GIS,0.01,0.01,0.04,0.05,0.03,0.01,0.0
NT,Heat,Biofuel (LF),HBY,0.43,0.42,1.88,2.46,1.43,0.68,0.0
NT,Heat,Biofuel (LF),NEL,1.14,1.14,5.04,6.6,3.87,1.8,0.0
NT,Heat,Biofuel (LF),NIS,0.04,0.04,0.19,0.25,0.14,0.07,0.0
NT,Heat,Biofuel (LF),OTG,0.11,0.11,0.52,0.67,0.39,0.18,0.0
NT,Heat,Biofuel (LF),WEL,0.03,0.03,0.15,0.19,0.11,0.05,0.0
NT,Heat,Biofuel (LF),WTO,0.77,0.76,3.39,4.44,2.59,1.22,0.0
NT,Heat,Biofuel (gas),AKL,0.0,0.0,23.78,32.05,47.74,44.34,41.44
NT,Heat,Biofuel (gas),BOP,0.0,0.0,7.54,10.16,15.14,14.06,13.14
NT,Heat,Biofuel (gas),CAN,0.0,0.0,56.4,76.01,113.24,105.18,98.28
NT,Heat,Biofuel (gas),CEN,0.0,0.0,27.23,36.7,54.67,50.78,47.45
NT,Heat,Biofuel (gas),GIS,0.0,0.0,0.6,0.81,1.21,1.13,1.05
NT,Heat,Biofuel (gas),HBY,0.0,0.0,7.44,10.03,14.95,13.88,12.97
NT,Heat,Biofuel (gas),NEL,0.0,0.0,3.93,5.31,7.89,7.35,6.87
NT,Heat,Biofuel (gas),NIS,0.0,0.0,7.67,10.34,15.4,14.3,13.37
NT,Heat,Biofuel (gas),OTG,0.0,0.0,32.43,43.71,65.11,60.48,56.52
NT,Heat,Biofuel (gas),TRN,0.0,0.0,63.48,85.55,127.45,118.38,110.62
NT,Heat,Biofuel (gas),WEL,0.0,0.0,2.21,2.97,4.43,4.11,3.84
NT,Heat,Biofuel (gas),WTO,0.0,0.0,33.21,44.75,66.67,61.92,57.86
NT,Heat,Coal,AKL,261.05,217.42,227.9,0.89,0.17,0.04,0.0
NT,Heat,Coal,BOP,64.39,54.78,55.61,4.81,0.93,0.22,0.0
NT,Heat,Coal,CAN,2359.4,2156.25,1959.54,770.92,148.9,35.95,0.0
NT,Heat,Coal,CEN,38.24,31.81,33.4,0.0,0.0,0.0,0.0
NT,Heat,Coal,GIS,7.7,6.41,6.73,0.0,0.0,0.0,0.0
NT,Heat,Coal,HBY,28.98,24.3,25.21,0.76,0.15,0.04,0.0
NT,Heat,Coal,NEL,154.19,139.43,128.85,44.43,8.58,2.07,0.0
NT,Heat,Coal,NIS,652.08,595.88,541.6,212.85,41.11,9.92,0.0
NT,Heat,Coal,OTG,1842.12,1685.93,1528.65,611.59,118.12,28.51,0.0
NT,Heat,Coal,TRN,18.85,15.68,16.46,0.0,0.0,0.0,0.0
NT,Heat,Coal,WEL,83.72,69.93,72.98,1.1,0.21,0.05,0.0
NT,Heat,Coal,WTO,225.65,200.62,190.35,51.36,9.92,2.39,0.0
NT,Heat,E-fuel (LF),AKL,0.0,0.0,2.21,8.67,9.84,8.61,0.0
NT,Heat,E-fuel (LF),BOP,0.0,0.0,0.38,1.48,1.68,1.47,0.0
NT,Heat,E-fuel (LF),CAN,0.0,0.0,4.16,16.34,18.54,16.21,0.0
NT,Heat,E-fuel (LF),CEN,0.0,0.0,0.33,1.31,1.48,1.3,0.0
NT,Heat,E-fuel (LF),GIS,0.0,0.0,0.02,0.08,0.09,0.08,0.0
NT,Heat,E-fuel (LF),HBY,0.0,0.0,0.94,3.69,4.18,3.66,0.0
NT,Heat,E-fuel (LF),NEL,0.0,0.0,2.52,9.9,11.25,9.84,0.0
NT,Heat,E-fuel (LF),NIS,0.0,0.0,0.09,0.37,0.42,0.36,0.0
NT,Heat,E-fuel (LF),OTG,0.0,0.0,0.26,1.01,1.15,1.01,0.0
NT,Heat,E-fuel (LF),WEL,0.0,0.0,0.07,0.29,0.33,0.29,0.0
NT,Heat,E-fuel (LF),WTO,0.0,0.0,1.69,6.66,7.56,6.61,0.0
NT,Heat,E-fuel (gas),AKL,0.0,0.0,23.78,160.24,429.67,665.16,787.32
NT,Heat,E-fuel (gas),BOP,0.0,0.0,7.54,50.82,136.27,210.96,249.7
NT,Heat,E-fuel (gas),CAN,0.0,0.0,56.4,380.06,1019.12,1577.65,1867.4
NT,Heat,E-fuel (gas),CEN,0.0,0.0,27.23,183.5,492.05,761.72,901.61
NT,Heat,E-fuel (gas),GIS,0.0,0.0,0.6,4.07,10.92,16.91,20.02
NT,Heat,E-fuel (gas),HBY,0.0,0.0,7.44,50.17,134.52,208.24,246.49
NT,Heat,E-fuel (gas),NEL,0.0,0.0,3.93,26.52,71.13,110.13,130.35
NT,Heat,E-fuel (gas),NIS,0.0,0.0,7.67,51.68,138.59,214.54,253.94
NT,Heat,E-fuel (gas),OTG,0.0,0.0,32.43,218.55,586.02,907.19,1073.8
NT,Heat,E-fuel (gas),TRN,0.0,0.0,63.48,427.76,1147.02,1775.65,2101.76
NT,Heat,E-fuel (gas),WEL,0.0,0.0,2.21,14.87,39.87,61.72,73.05
NT,Heat,E-fuel (gas),WTO,0.0,0.0,33.21,223.76,599.99,928.82,1099.4
NT,Heat,Electricity,AKL,4974.12,6343.07,8771.93,10160.26,11164.48,11930.42,12599.57
NT,Heat,Electricity,BOP,2052.1,2346.54,2879.67,3262.32,3508.46,3643.88,3737.12
NT,Heat,Electricity,CAN,2256.71,2810.62,3796.05,4378.68,4792.5,5095.13,5353.29
NT,Heat,Electricity,CEN,902.63,1109.46,1478.09,1700.78,1857.15,1968.36,2061.67
NT,Heat,Electricity,GIS,144.63,185.35,257.55,298.56,328.32,351.2,371.27
NT,Heat,Electricity,HBY,612.08,756.26,1013.03,1166.8,1275.27,1353.3,1419.23
NT,Heat,Electricity,NEL,435.69,562.95,788.45,915.23,1007.75,1079.76,1143.33
NT,Heat,Electricity,NIS,873.14,1035.64,1327.05,1516.04,1643.92,1726.4,1791.25
NT,Heat,Electricity,OTG,1294.64,1578.99,2086.34,2397.08,2613.7,2764.99,2890.49
NT,Heat,Electricity,TRN,2835.44,2998.99,3313.62,3671.24,3859.99,3884.59,3848.89
NT,Heat,Electricity,WEL,1403.65,1826.37,2574.94,2992.33,3298.36,3538.82,3752.28
NT,Heat,Electricity,WTO,4226.6,4697.22,5559.66,6252.25,6674.7,6862.88,6963.06
NT,Heat,Fossil (LF),AKL,99.18,98.38,81.7,43.37,14.91,3.05,0.0
NT,Heat,Fossil (LF),BOP,16.94,16.8,13.95,7.41,2.55,0.52,0.0
NT,Heat,Fossil (LF),CAN,186.82,185.31,153.9,81.7,28.08,5.74,0.0
NT,Heat,Fossil (LF),CEN,14.95,14.83,12.31,6.54,2.25,0.46,0.0
NT,Heat,Fossil (LF),GIS,0.93,0.92,0.76,0.41,0.14,0.03,0.0
NT,Heat,Fossil (LF),HBY,42.15,41.81,34.72,18.43,6.34,1.29,0.0
NT,Heat,Fossil (LF),NEL,113.28,112.35,93.3,49.53,17.04,3.48,0.0
NT,Heat,Fossil (LF),NIS,4.21,4.17,3.46,1.84,0.63,0.13,0.0
NT,Heat,Fossil (LF),OTG,11.56,11.46,9.51,5.06,1.74,0.36,0.0
NT,Heat,Fossil (LF),WEL,3.31,3.28,2.73,1.45,0.5,0.1,0.0
NT,Heat,Fossil (LF),WTO,76.12,75.51,62.71,33.29,11.44,2.34,0.0
NT,Heat,Fossil (gas),AKL,4002.52,3473.92,1141.41,875.98,477.42,177.38,0.0
NT,Heat,Fossil (gas),BOP,950.25,841.63,362.01,277.82,151.42,56.26,0.0
NT,Heat,Fossil (gas),CAN,4353.21,4050.14,2707.23,2077.67,1132.35,420.71,0.0
NT,Heat,Fossil (gas),CEN,1984.64,1859.98,1307.1,1003.14,546.72,203.12,0.0
NT,Heat,Fossil (gas),GIS,113.19,97.64,29.02,22.27,12.14,4.51,0.0
NT,Heat,Fossil (gas),HBY,706.87,642.4,357.34,274.25,149.47,55.53,0.0
NT,Heat,Fossil (gas),NEL,474.92,422.13,189.0,145.05,79.05,29.37,0.0
NT,Heat,Fossil (gas),NIS,744.44,675.03,368.14,282.53,153.98,57.21,0.0
NT,Heat,Fossil (gas),OTG,2431.62,2270.59,1556.73,1194.72,651.14,241.92,0.0
NT,Heat,Fossil (gas),TRN,3917.61,3758.12,3047.0,2338.43,1274.47,473.51,0.0
NT,Heat,Fossil (gas),WEL,941.49,787.0,105.91,81.28,44.3,16.46,0.0
NT,Heat,Fossil (gas),WTO,2709.56,2504.01,1593.85,1223.2,666.66,247.69,0.0
NT,Heat,Geothermal,AKL,19.13,21.17,22.91,24.31,25.35,26.03,26.38
NT,Heat,Geothermal,BOP,1329.42,1329.65,1318.81,1295.6,1261.06,1217.9,1168.54
NT,Heat,Geothermal,CAN,7.64,8.45,9.15,9.72,10.13,10.4,10.54
NT,Heat,Geothermal,CEN,2.83,3.13,3.39,3.6,3.75,3.85,3.9
NT,Heat,Geothermal,GIS,0.57,0.63,0.68,0.72,0.76,0.78,0.79
NT,Heat,Geothermal,HBY,1.98,2.19,2.37,2.52,2.62,2.69,2.73
NT,Heat,Geothermal,NEL,1.79,1.98,2.15,2.27,2.37,2.43,2.47
NT,Heat,Geothermal,NIS,2.16,2.39,2.58,2.74,2.86,2.94,2.98
NT,Heat,Geothermal,OTG,3.87,4.28,4.63,4.92,5.13,5.26,5.33
NT,Heat,Geothermal,TRN,1.4,1.54,1.67,1.77,1.85,1.9,1.92
NT,Heat,Geothermal,WEL,5.96,6.59,7.14,7.57,7.9,8.11,8.22
NT,Heat,Geothermal,WTO,5.58,6.17,6.68,7.09,7.39,7.59,7.69
NT,Heat,Solar,AKL,34.16,40.18,46.36,52.6,58.84,65.05,71.2
NT,Heat,Solar,BOP,6.65,7.82,9.03,10.24,11.46,12.66,13.86
NT,Heat,Solar,CAN,13.65,16.05,18.52,21.02,23.51,25.99,28.45
NT,Heat,Solar,CEN,5.05,5.94,6.86,7.78,8.71,9.62,10.53
NT,Heat,Solar,GIS,1.02,1.2,1.38,1.57,1.75,1.94,2.12
NT,Heat,Solar,HBY,3.53,4.16,4.8,5.44,6.09,6.73,7.37
NT,Heat,Solar,NEL,3.2,3.76,4.33,4.93,5.5,6.09,6.66
NT,Heat,Solar,NIS,3.85,4.53,5.23,5.94,6.64,7.34,8.03
NT,Heat,Solar,OTG,6.91,8.13,9.38,10.65,11.9,13.16,14.4
NT,Heat,Solar,TRN,2.49,2.93,3.38,3.84,4.29,4.74,5.19
NT,Heat,Solar,WEL,10.64,12.52,14.44,16.39,18.33,20.27,22.18
NT,Heat,Solar,WTO,9.96,11.71,13.51,15.33,17.15,18.96,20.76
NT,Heat,Wood,AKL,645.5,779.96,710.95,410.21,120.3,0.0,0.0
NT,Heat,Wood,BOP,125.67,151.85,138.41,79.86,23.42,0.0,0.0
NT,Heat,Wood,CAN,257.91,311.64,284.06,163.9,48.07,0.0,0.0
NT,Heat,Wood,CEN,95.5,115.4,105.19,60.69,17.8,0.0,0.0
NT,Heat,Wood,GIS,19.24,23.25,21.19,12.23,3.59,0.0,0.0
NT,Heat,Wood,HBY,66.8,80.72,73.58,42.45,12.45,0.0,0.0
NT,Heat,Wood,NEL,181.15,196.33,194.27,170.61,144.87,133.98,129.45
NT,Heat,Wood,NIS,2715.05,2787.23,2875.62,2939.06,2936.53,2930.75,2831.9
NT,Heat,Wood,OTG,130.57,157.77,143.81,82.98,24.34,0.0,0.0
NT,Heat,Wood,TRN,47.07,56.88,51.85,29.91,8.77,0.0,0.0
NT,Heat,Wood,WEL,201.1,242.99,221.49,127.8,37.48,0.0,0.0
NT,Heat,Wood,WTO,3996.75,4118.14,4236.65,4289.34,4248.33,4224.51,4082.01
NT,Power,Electricity,AKL,5025.71,6183.36,7341.02,8587.3,9833.58,11157.88,12482.19
NT,Power,Electricity,BOP,1084.32,1333.57,1582.83,1853.56,2124.28,2410.95,2697.61
NT,Power,Electricity,CAN,2704.49,3327.37,3950.24,4623.18,5296.12,6010.0,6723.88
NT,Power,Electricity,CEN,882.6,1085.78,1288.96,1508.39,1727.81,1960.52,2193.22
NT,Power,Electricity,GIS,133.89,164.77,195.65,228.77,261.89,297.12,332.36
NT,Power,Electricity,HBY,1226.63,1507.72,1788.82,2095.83,2402.84,2726.5,3050.17
NT,Power,Electricity,NEL,524.28,645.05,765.82,895.86,1025.91,1164.01,1302.1
NT,Power,Electricity,NIS,638.25,785.19,932.13,1091.25,1250.37,1418.86,1587.34
NT,Power,Electricity,OTG,3518.26,4327.2,5136.15,6015.98,6895.8,7825.47,8755.14
NT,Power,Electricity,TRN,437.47,538.17,638.88,747.67,856.47,971.85,1087.22
NT,Power,Electricity,WEL,1392.17,1712.43,2032.68,2378.06,2723.44,3090.04,3456.65
NT,Power,Electricity,WTO,2096.43,2578.41,3060.4,3583.27,4106.14,4659.52,5212.89
NT,Transport,Biofuel (LF),AKL,176.86,145.31,563.51,841.1,698.29,392.02,282.87
NT,Transport,Biofuel (LF),BOP,43.23,36.41,146.92,230.76,212.03,148.9,123.34
NT,Transport,Biofuel (LF),CAN,92.95,76.72,299.01,448.55,379.53,226.84,172.66
NT,Transport,Biofuel (LF),CEN,30.71,25.17,96.66,142.06,115.68,63.87,45.82
NT,Transport,Biofuel (LF),GIS,6.05,5.04,19.96,30.49,27.03,18.04,14.95
NT,Transport,Biofuel (LF),HBY,22.37,18.63,73.66,112.64,99.22,64.81,52.22
NT,Transport,Biofuel (LF),NEL,25.62,21.61,87.4,137.32,127.53,91.29,78.79
NT,Transport,Biofuel (LF),NIS,21.78,17.73,67.26,97.29,76.3,38.01,24.63
NT,Transport,Biofuel (LF),OTG,46.88,38.65,150.25,224.72,189.12,111.94,84.5
NT,Transport,Biofuel (LF),TRN,15.34,12.65,49.2,73.53,61.91,36.71,27.96
NT,Transport,Biofuel (LF),WEL,53.07,44.41,177.85,276.33,248.96,166.04,137.25
NT,Transport,Biofuel (LF),WTO,55.73,45.52,174.05,254.48,204.12,107.47,73.74
NT,Transport,Biofuel (gas),AKL,0.0,0.0,0.0,0.31,0.91,1.97,4.25
NT,Transport,Biofuel (gas),BOP,0.0,0.0,0.0,0.5,1.49,3.24,7.0
NT,Transport,Biofuel (gas),CAN,0.0,0.0,0.0,0.15,0.45,0.99,2.13
NT,Transport,Biofuel (gas),CEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,Biofuel (gas),GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,Biofuel (gas),HBY,0.0,0.0,0.0,0.09,0.28,0.61,1.32
NT,Transport,Biofuel (gas),NEL,0.0,0.0,0.0,0.02,0.06,0.13,0.29
NT,Transport,Biofuel (gas),NIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,Biofuel (gas),OTG,0.0,0.0,0.0,0.08,0.24,0.54,1.16
NT,Transport,Biofuel (gas),TRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,Biofuel (gas),WEL,0.0,0.0,0.0,0.04,0.11,0.24,0.52
NT,Transport,Biofuel (gas),WTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,E-fuel (LF),AKL,0.0,0.0,281.75,1261.65,2036.68,2123.46,2074.4
NT,Transport,E-fuel (LF),BOP,0.0,0.0,73.46,346.13,618.41,806.54,904.51
NT,Transport,E-fuel (LF),CAN,0.0,0.0,149.5,672.82,1106.96,1228.72,1266.16
NT,Transport,E-fuel (LF),CEN,0.0,0.0,48.33,213.1,337.41,345.94,336.01
NT,Transport,E-fuel (LF),GIS,0.0,0.0,9.98,45.73,78.83,97.7,109.67
NT,Transport,E-fuel (LF),HBY,0.0,0.0,36.83,168.96,289.38,351.03,382.98
NT,Transport,E-fuel (LF),NEL,0.0,0.0,43.71,205.99,371.96,494.47,577.8
NT,Transport,E-fuel (LF),NIS,0.0,0.0,33.63,145.94,222.54,205.89,180.61
NT,Transport,E-fuel (LF),OTG,0.0,0.0,75.13,337.09,551.6,606.36,619.7
NT,Transport,E-fuel (LF),TRN,0.0,0.0,24.6,110.3,180.56,198.86,205.02
NT,Transport,E-fuel (LF),WEL,0.0,0.0,88.93,414.49,726.12,899.39,1006.52
NT,Transport,E-fuel (LF),WTO,0.0,0.0,87.02,381.73,595.35,582.14,540.75
NT,Transport,E-fuel (gas),AKL,0.0,0.0,0.0,1.53,8.16,29.53,80.78
NT,Transport,E-fuel (gas),BOP,0.0,0.0,0.0,2.52,13.43,48.64,133.02
NT,Transport,E-fuel (gas),CAN,0.0,0.0,0.0,0.77,4.09,14.79,40.46
NT,Transport,E-fuel (gas),CEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,E-fuel (gas),GIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,E-fuel (gas),HBY,0.0,0.0,0.0,0.47,2.53,9.15,25.03
NT,Transport,E-fuel (gas),NEL,0.0,0.0,0.0,0.1,0.56,2.01,5.5
NT,Transport,E-fuel (gas),NIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,E-fuel (gas),OTG,0.0,0.0,0.0,0.41,2.22,8.02,21.95
NT,Transport,E-fuel (gas),TRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,E-fuel (gas),WEL,0.0,0.0,0.0,0.19,0.99,3.58,9.8
NT,Transport,E-fuel (gas),WTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT,Transport,Electricity,AKL,41.5,245.49,594.36,1002.3,1442.92,1909.49,2091.35
NT,Transport,Electricity,BOP,4.01,50.96,133.55,229.4,328.76,430.21,497.41
NT,Transport,Electricity,CAN,15.64,127.26,323.72,550.94,785.83,1025.43,1117.68
NT,Transport,Electricity,CEN,3.07,42.2,111.99,192.19,273.42,354.79,382.68
NT,Transport,Electricity,GIS,0.53,7.89,21.19,36.34,51.34,66.07,71.11
NT,Transport,Electricity,HBY,2.03,28.29,74.98,128.54,183.07,238.01,263.03
NT,Transport,Electricity,NEL,2.21,30.37,80.15,137.41,196.19,255.81,277.7
NT,Transport,Electricity,NIS,2.18,30.39,80.49,137.98,196.59,255.7,276.08
NT,Transport,Electricity,OTG,4.58,61.47,161.97,277.83,397.0,518.09,565.14
NT,Transport,Electricity,TRN,1.56,20.32,53.52,91.94,131.35,171.22,184.87
NT,Transport,Electricity,WEL,36.51,92.65,187.5,299.86,422.02,552.22,599.35
NT,Transport,Electricity,WTO,5.61,75.8,199.73,342.47,489.43,638.93,690.51
NT,Transport,Fossil (LF),AKL,17509.31,14385.59,10424.89,6308.23,3084.12,751.38,0.0
NT,Transport,Fossil (LF),BOP,4280.21,3604.77,2718.01,1730.67,936.45,285.39,0.0
NT,Transport,Fossil (LF),CAN,9202.51,7595.5,5531.67,3364.12,1676.26,434.77,0.0
NT,Transport,Fossil (LF),CEN,3040.62,2491.5,1788.17,1065.48,510.94,122.41,0.0
NT,Transport,Fossil (LF),GIS,598.61,499.25,369.19,228.64,119.37,34.57,0.0
