,demand_R1,PV,WindOnshore,demand_R2,demand_R4,demand_R3
t0655,58842,0,9776,52957,41189,8826
t0656,65909,0,11345,59318,46136,9886
t0657,67905,142,12828,61114,47533,10185
t0658,68286,899,14662,61457,47800,10242
t0659,69412,1893,16597,62470,48588,10411
t0660,70676,2846,18909,63608,49473,10601
t0661,70728,3444,21139,63655,49509,10609
t0662,70546,3300,23184,63491,49382,10581
t0663,69940,2436,24715,62946,48958,10491
t0664,70002,1297,25556,63001,49001,10500
t0665,69995,297,26798,62995,48996,10499
t0666,72601,10,27328,65340,50820,10890
t0667,73057,0,27296,65751,51139,10958
t0668,70852,0,26337,63766,49596,10627
t0669,66773,0,26161,60095,46741,10015
t0670,64030,0,25730,57627,44821,9604
t0671,62493,0,24730,56243,43745,9373
t0672,58050,0,23607,52245,40635,8707
t0673,51718,0,22298,46546,36202,7757
t0674,49553,0,21764,44597,34687,7432
t0675,47947,0,21250,43152,33562,7192
t0676,48325,0,20857,43492,33827,7248
t0677,49098,0,20692,44188,34368,7364
t0678,51069,0,20736,45962,35748,7660
t0679,60109,0,21196,54098,42076,9016
t0680,68369,0,21702,61532,47858,10255
t0681,69947,374,21928,62952,48962,10492
t0682,70514,2340,21804,63462,49359,10577
t0683,72034,4193,22086,64830,50423,10805
t0684,73022,5280,21592,65719,51115,10953
t0685,72523,5499,21419,65270,50766,10878
t0686,71514,4715,20114,64362,50059,10727
t0687,70968,3317,18302,63871,49677,10645
t0688,69546,1690,15872,62591,48682,10431
t0689,67644,348,13735,60879,47350,10146
t0690,69390,11,12644,62451,48573,10408
t0691,69947,0,12003,62952,48962,10492
t0692,68023,0,10953,61220,47616,10203
t0693,64160,0,10059,57744,44912,9624
t0694,60839,0,9208,54755,42587,9125
t0695,57983,0,8556,52184,40588,8697
t0696,53735,0,7818,48361,37614,8060
t0697,49958,0,6922,44962,34970,7493
t0698,47989,0,6374,43190,33592,7198
t0699,47349,0,5732,42614,33144,7102
t0700,47401,0,5581,42660,33180,7110
t0701,48344,0,5640,43509,33840,7251
t0702,50827,0,5708,45744,35578,7624
t0703,58149,0,5862,52334,40704,8722
t0704,64955,0,5819,58459,45468,9743
t0705,67298,135,6002,60568,47108,10094
t0706,67572,738,6043,60814,47300,10135
t0707,68506,1548,6113,61655,47954,10275
t0708,68994,2234,6164,62094,48295,10349
t0709,68104,2697,5682,61293,47672,10215
t0710,66617,2606,5568,59955,46631,9992
t0711,64956,2100,5226,58460,45469,9743
t0712,63692,1112,4467,57322,44584,9553
t0713,63859,266,3994,57473,44701,9578
t0714,67009,11,3662,60308,46906,10051
t0715,68003,0,3831,61202,47602,10200
t0716,65945,0,4384,59350,46161,9891
t0717,61678,0,4697,55510,43174,9251
t0718,58660,0,4952,52794,41062,8799
t0719,57038,0,4939,51334,39926,8555
t0720,53610,0,4956,48249,37527,8041
t0721,49916,0,4967,44924,34941,7487
t0722,47746,0,5058,42971,33422,7161
t0723,46410,0,5513,41769,32486,6961
t0724,45349,0,6034,40814,31744,6802
t0725,45100,0,6501,40590,31569,6765
t0726,44309,0,6569,39878,31016,6646
t0727,44432,0,6309,39988,31102,6664
t0728,47920,0,6065,43128,33544,7188
t0729,52217,150,5845,46995,36551,7832
t0730,55528,759,5700,49975,38869,8329
t0731,56930,1845,5512,51237,39851,8539
t0732,57820,3167,5264,52038,40474,8673
t0733,57266,3934,5098,51539,40086,8589
t0734,55338,4202,5023,49804,38736,8300
t0735,54274,3563,4876,48846,37991,8141
t0736,53275,2032,4770,47947,37292,7991
t0737,53257,522,4564,47931,37279,7988
t0738,57092,20,4755,51382,39964,8563
t0739,58867,0,5230,52980,41206,8830
t0740,56303,0,5651,50672,39412,8445
t0741,52749,0,6072,47474,36924,7912
t0742,50433,0,6347,45389,35303,7564
t0743,50447,0,6224,45402,35312,7567
t0744,47832,0,5942,43048,33482,7174
t0745,44970,0,5637,40473,31478,6745
t0746,42588,0,5249,38329,29811,6388
t0747,41419,0,4926,37277,28993,6212
t0748,40711,0,4293,36639,28497,6106
t0749,40349,0,4032,36314,28244,6052
t0750,39572,0,3919,35614,27700,5935
t0751,38404,0,3889,34563,26882,5760
t0752,40428,1,3913,36385,28299,6064
t0753,43542,355,3738,39187,30479,6531
t0754,47178,1770,3503,42460,33024,7076
t0755,49782,3423,3265,44803,34847,7467
t0756,52288,4370,3408,47059,36601,7843
t0757,51713,4737,3405,46541,36199,7756
t0758,49888,4364,3793,44899,34921,7483
t0759,48499,3308,4253,43649,33949,7274
t0760,48068,1883,4606,43261,33647,7210
t0761,48673,439,5289,43805,34071,7300
t0762,52726,15,5957,47453,36908,7908
t0763,55561,0,6403,50004,38892,8334
t0764,54742,0,7125,49267,38319,8211
t0765,52377,0,7390,47139,36663,7856
t0766,51032,0,7436,45928,35722,7654
t0767,51666,0,7734,46499,36166,7749
t0768,49470,0,7654,44523,34629,7420
t0769,46855,0,7403,42169,32798,7028
t0770,45200,0,7406,40680,31639,6780
t0771,44114,0,7127,39702,30879,6617
t0772,44358,0,7529,39922,31050,6653
t0773,46170,0,8132,41553,32318,6925
t0774,49814,0,8371,44832,34869,7472
t0775,58252,0,8536,52426,40776,8737
t0776,65731,1,9215,59157,46011,9859
t0777,67766,278,9261,60989,47436,10164
t0778,68504,1344,9071,61653,47952,10275
t0779,69497,2592,9024,62547,48647,10424
t0780,70816,3378,9134,63734,49571,10622
t0781,70683,3907,9793,63614,49478,10602
t0782,69998,3792,9666,62998,48998,10499
t0783,68915,2839,9186,62023,48240,10337
t0784,67616,1623,8439,60854,47331,10142
t0785,66367,477,7732,59730,46456,9955
t0786,68792,19,7632,61912,48154,10318
t0787,69817,0,7419,62835,48871,10472
t0788,68383,0,7726,61544,47868,10257
t0789,64286,0,7849,57857,45000,9642
t0790,61114,0,7774,55002,42779,9167
t0791,59004,0,7663,53103,41302,8850
t0792,54828,0,7170,49345,38379,8224
t0793,51637,0,6783,46473,36145,7745
t0794,49346,0,6472,44411,34542,7401
t0795,48665,0,6398,43798,34065,7299
t0796,48979,0,6458,44081,34285,7346
t0797,50291,0,6302,45261,35203,7543
t0798,52625,0,5880,47362,36837,7893
t0799,59433,0,5636,53489,41603,8914
t0800,66229,2,5042,59606,46360,9934
t0801,68343,347,4474,61508,47840,10251
t0802,68541,1419,3915,61686,47978,10281
t0803,69494,2773,3733,62544,48645,10424
t0804,70062,4219,3670,63055,49043,10509
t0805,69566,5180,3726,62609,48696,10434
t0806,68133,5162,3525,61319,47693,10219
t0807,66825,4437,3321,60142,46777,10023
t0808,66178,2925,3567,59560,46324,9926
t0809,65395,1007,3271,58855,45776,9809
t0810,68021,41,3292,61218,47614,10203
t0811,70061,0,3111,63054,49042,10509
t0812,68489,0,2841,61640,47942,10273
t0813,64579,0,2711,58121,45205,9686
t0814,60867,0,2514,54780,42606,9130
t0815,58641,0,2485,52776,41048,8796
t0816,54935,0,2504,49441,38454,8240
t0817,51766,0,2557,46589,36236,7764
t0818,49520,0,2346,44568,34664,7428
t0819,48465,0,2102,43618,33925,7269
t0820,48612,0,2124,43750,34028,7291
t0821,49414,0,2192,44472,34589,7412
t0822,52267,0,2190,47040,36586,7840
t0823,59640,0,2170,53676,41748,8946
t0824,66118,6,2030,59506,46282,9917
t0825,67960,459,1952,61164,47572,10194
t0826,68634,1848,1610,61770,48043,10295
t0827,69558,3583,1444,62602,48690,10433
t0828,70109,5203,1494,63098,49076,10516
t0829,69332,6034,1485,62398,48532,10399
t0830,68607,5980,1679,61746,48024,10291
t0831,67429,4896,1994,60686,47200,10114
t0832,66531,2969,1980,59877,46571,9979
t0833,65902,918,1716,59311,46131,9885
t0834,68285,37,1622,61456,47799,10242
t0835,70124,0,1498,63111,49086,10518
t0836,68497,0,1339,61647,47947,10274
t0837,64622,0,1198,58159,45235,9693
t0838,61365,0,1149,55228,42955,9204
t0839,59340,0,1060,53406,41538,8901
t0840,55133,0,1022,49619,38593,8269
t0841,51509,0,1115,46358,36056,7726
t0842,49383,0,1240,44444,34568,7407
t0843,48090,0,1360,43281,33663,7213
t0844,47875,0,1499,43087,33512,7181
t0845,48802,0,1772,43921,34161,7320
t0846,52023,0,2016,46820,36416,7803
t0847,59104,0,2074,53193,41372,8865
t0848,65746,7,2189,59171,46022,9861
t0849,67666,478,2437,60899,47366,10149
t0850,67728,1719,2478,60955,47409,10159
t0851,67856,3438,2707,61070,47499,10178
t0852,68922,4885,3204,62029,48245,10338
t0853,68438,5782,3729,61594,47906,10265
t0854,68247,5523,4625,61422,47772,10237
t0855,67206,4083,5458,60485,47044,10080
t0856,66767,2364,6154,60090,46736,10015
t0857,65983,708,6583,59384,46188,9897
t0858,67998,39,7597,61198,47598,10199
t0859,69695,0,8944,62725,48786,10454
t0860,68348,0,9909,61513,47843,10252
t0861,64382,0,10299,57943,45067,9657
t0862,61280,0,10321,55152,42896,9192
t0863,59169,0,10309,53252,41418,8875
t0864,55250,0,10474,49725,38675,8287
t0865,51751,0,10176,46575,36225,7762
t0866,49990,0,9895,44991,34993,7498
t0867,48997,0,9734,44097,34297,7349
t0868,48940,0,9342,44046,34258,7341
t0869,49748,0,9394,44773,34823,7462
t0870,52471,0,9176,47223,36729,7870
t0871,59658,0,8909,53692,41760,8948
t0872,66446,7,8580,59801,46512,9966
t0873,68043,525,7990,61238,47630,10206
t0874,68305,2314,7559,61474,47813,10245
t0875,68538,4783,6921,61684,47976,10280
t0876,68807,7242,6853,61926,48164,10321
t0877,67587,8705,6749,60828,47310,10138
t0878,65870,8824,6751,59283,46109,9880
t0879,63939,7481,6645,57545,44757,9590
t0880,63912,4788,6699,57520,44738,9586
t0881,63373,1585,6627,57035,44361,9505
t0882,66026,73,6486,59423,46218,9903
t0883,67965,0,6124,61168,47575,10194
t0884,66207,0,5712,59586,46344,9931
t0885,62213,0,5364,55991,43549,9331
t0886,59079,0,5025,53171,41355,8861
t0887,57628,0,4677,51865,40339,8644
t0888,54668,0,4527,49201,38267,8200
t0889,51460,0,4208,46314,36022,7719
t0890,49354,0,3996,44418,34547,7403
t0891,47741,0,4071,42966,33418,7161
t0892,46653,0,4182,41987,32657,6997
t0893,46222,0,4438,41599,32355,6933
t0894,45513,0,4928,40961,31859,6826
t0895,45950,0,5484,41355,32164,6892
t0896,49099,23,6135,44189,34369,7364
t0897,52275,1003,6579,47047,36592,7841
t0898,55356,4137,6724,49820,38749,8303
t0899,57152,7232,7164,51436,40006,8572
t0900,58242,9698,7964,52417,40769,8736
t0901,57618,10609,9084,51856,40332,8642
t0902,56055,9645,10792,50449,39238,8408
t0903,55130,7460,12254,49617,38591,8269
t0904,55225,4480,13923,49702,38657,8283
t0905,55627,1535,15185,50064,38938,8344
t0906,58990,86,16203,53091,41293,8848
t0907,62208,0,17569,55987,43545,9331
t0908,59965,0,18813,53968,41975,8994
t0909,56387,0,20007,50748,39470,8458
t0910,53165,0,21317,47848,37215,7974
t0911,53711,0,22182,48339,37597,8056
t0912,51022,0,22804,45919,35715,7653
t0913,47987,0,23038,43188,33590,7198
t0914,45545,0,23538,40990,31881,6831
t0915,44199,0,24093,39779,30939,6629
t0916,43341,0,23538,39006,30338,6501
t0917,42864,0,22560,38577,30004,6429
t0918,41613,0,21589,37451,29129,6241
t0919,40112,0,20398,36100,28078,6016
t0920,42570,12,19741,38313,29798,6385
t0921,45643,913,18457,41078,31950,6846
t0922,49674,3237,18199,44706,34771,7451
t0923,52319,6114,17574,47087,36623,7847
t0924,53565,8141,17123,48208,37495,8034
t0925,52668,9308,16904,47401,36867,7900
t0926,50574,9368,15714,45516,35401,7586
t0927,49096,8059,14821,44186,34367,7364
t0928,48090,5298,13483,43281,33663,7213
t0929,48388,1840,11990,43549,33871,7258
t0930,51802,123,10982,46621,36261,7770
t0931,56987,0,11336,51288,39890,8548
t0932,55814,0,11606,50232,39069,8372
t0933,53581,0,12213,48222,37506,8037
t0934,53083,0,13409,47774,37158,7962
t0935,54252,0,14694,48826,37976,8137
t0936,51823,0,15484,46640,36276,7773
t0937,49185,0,16325,44266,34429,7377
t0938,47212,0,17184,42490,33048,7081
t0939,46103,0,17506,41492,32272,6915
t0940,46328,0,17979,41695,32429,6949
t0941,47457,0,18695,42711,33219,7118
t0942,51033,0,19092,45929,35723,7654
t0943,59555,0,19737,53599,41688,8933
t0944,66376,5,19663,59738,46463,9956
t0945,69134,251,19264,62220,48393,10370
t0946,69865,947,18362,62878,48905,10479
t0947,71259,1846,17915,64133,49881,10688
t0948,72084,2586,17733,64875,50458,10812
t0949,71837,2881,18039,64653,50285,10775
t0950,71434,2672,17975,64290,50003,10715
t0951,70544,2118,17447,63489,49380,10581
t0952,69437,1240,16239,62493,48605,10415
t0953,68384,438,15168,61545,47868,10257
t0954,69663,47,14014,62696,48764,10449
t0955,70773,0,13306,63695,49541,10615
t0956,69111,0,12643,62199,48377,10366
t0957,64833,0,11688,58349,45383,9724
t0958,61350,0,11294,55215,42945,9202
t0959,58830,0,10935,52947,41181,8824
t0960,54184,0,10546,48765,37928,8127
t0961,50396,0,10203,45356,35277,7559
t0962,48226,0,9641,43403,33758,7233
t0963,47472,0,9505,42724,33230,7120
t0964,47559,0,9265,42803,33291,7133
t0965,48729,0,8657,43856,34110,7309
t0966,51747,0,8021,46572,36222,7762
t0967,59573,0,7667,53615,41701,8935
t0968,66221,14,7637,59598,46354,9933
t0969,68149,398,7217,61334,47704,10222
t0970,68288,1544,6969,61459,47801,10243
t0971,69646,2846,7096,62681,48752,10446
t0972,70388,3887,6970,63349,49271,10558
t0973,70312,4494,7159,63280,49218,10546
t0974,69650,4231,6858,62685,48755,10447
t0975,68872,3428,6597,61984,48210,10330
t0976,67876,2260,6092,61088,47513,10181
t0977,66346,927,5094,59711,46442,9951
t0978,67816,85,4319,61034,47471,10172
t0979,70164,0,3900,63147,49114,10524
t0980,67790,0,3486,61011,47453,10168
t0981,63931,0,3184,57537,44751,9589
t0982,60369,0,3072,54332,42258,9055
t0983,57864,0,2934,52077,40504,8679
t0984,53636,0,2615,48272,37545,8045
t0985,49854,0,2290,44868,34897,7478
t0986,47626,0,2067,42863,33338,7143
t0987,46926,0,1866,42233,32848,7038
t0988,47247,0,1600,42522,33072,7087
t0989,48382,0,1345,43543,33867,7257
t0990,51287,0,1267,46158,35900,7693
t0991,58895,0,1158,53005,41226,8834
t0992,65271,21,1020,58743,45689,9790
t0993,67436,474,970,60692,47205,10115
t0994,67959,1554,822,61163,47571,10193
t0995,69101,2771,689,62190,48370,10365
t0996,69619,3837,594,62657,48733,10442
t0997,69204,4626,490,62283,48442,10380
t0998,68189,5043,462,61370,47732,10228
t0999,66891,4670,421,60201,46823,10033
t1000,66036,3382,484,59432,46225,9905
t1001,65046,1469,629,58541,45532,9756
t1002,67168,148,841,60451,47017,10075
t1003,70370,0,1072,63333,49259,10555
t1004,68840,0,1248,61956,48188,10326
t1005,64206,0,1353,57785,44944,9630
t1006,60789,0,1388,54710,42552,9118
t1007,58522,0,1371,52669,40965,8778
t1008,54122,0,1458,48709,37885,8118
t1009,50727,0,1396,45654,35508,7609
t1010,48646,0,1290,43781,34052,7296
t1011,47770,0,1174,42993,33439,7165
t1012,48091,0,1002,43281,33663,7213
t1013,48951,0,802,44055,34265,7342
t1014,51356,0,748,46220,35949,7703
t1015,59314,0,775,53382,41519,8897
t1016,65776,32,842,59198,46043,9866
t1017,67984,687,876,61185,47588,10197
t1018,68469,2523,821,61622,47928,10270
t1019,69373,4687,612,62435,48561,10405
t1020,69971,6339,504,62973,48979,10495
t1021,69006,7220,478,62105,48304,10350
t1022,67682,7158,418,60913,47377,10152
t1023,66165,6085,364,59548,46315,9924
t1024,65057,4115,358,58551,45539,9758
t1025,63735,1596,509,57361,44614,9560
t1026,65556,130,769,59000,45889,9833
t1027,68245,0,1184,61420,47771,10236
t1028,66865,0,1430,60178,46805,10029
t1029,62819,0,1576,56537,43973,9422
t1030,59649,0,1784,53684,41754,8947
t1031,57747,0,1925,51972,40422,8662
t1032,53870,0,1948,48483,37709,8080
t1033,50928,0,2228,45835,35649,7639
t1034,48824,0,2408,43941,34176,7323
t1035,47766,0,2548,42989,33436,7164
t1036,48053,0,2600,43247,33637,7207
t1037,49087,0,2629,44178,34360,7363
t1038,51778,0,2737,46600,36244,7766
t1039,58617,0,2993,52755,41031,8792
t1040,64405,54,3029,57964,45083,9660
t1041,66284,1110,2983,59655,46398,9942
t1042,67103,4089,2933,60392,46972,10065
t1043,68030,7509,2668,61227,47621,10204
t1044,68096,10041,2387,61286,47667,10214
t1045,66637,11344,2326,59973,46645,9995
t1046,64768,11391,2083,58291,45337,9715
t1047,63228,9768,2174,56905,44259,9484
t1048,62248,6480,2572,56023,43573,9337
t1049,61665,2507,3254,55498,43165,9249
t1050,63412,220,4656,57070,44388,9511
t1051,66886,0,6399,60197,46820,10032
t1052,65516,0,7196,58964,45861,9827
t1053,61200,0,7397,55080,42840,9180
t1054,57881,0,7400,52092,40516,8682
t1055,55927,0,7175,50334,39148,8389
t1056,52646,0,6931,47381,36852,7896
t1057,49281,0,6484,44352,34496,7392
t1058,46962,0,6297,42265,32873,7044
t1059,45578,0,6050,41020,31904,6836
t1060,45026,0,5725,40523,31518,6753
t1061,44841,0,5591,40356,31388,6726
t1062,44414,0,5500,39972,31089,6662
t1063,44481,0,5317,40032,31136,6672
t1064,47284,76,5225,42555,33098,7092
t1065,51271,1671,4827,46143,35889,7690
t1066,54323,4936,3953,48890,38026,8148
t1067,55837,8333,3019,50253,39085,8375
t1068,56673,10790,2301,51005,39671,8500
t1069,55120,11578,1964,49608,38584,8268
t1070,52871,11110,1897,47583,37009,7930
t1071,51560,9592,1915,46404,36092,7734
t1072,50675,6359,2319,45607,35472,7601
t1073,50944,2490,2934,45849,35660,7641
t1074,54023,236,4238,48620,37816,8103
t1075,57973,0,5906,52175,40581,8695
t1076,55865,0,7009,50278,39105,8379
t1077,52366,0,7473,47129,36656,7854
t1078,50115,0,7264,45103,35080,7517
t1079,50301,0,7058,45270,35210,7545
t1080,47254,0,6578,42528,33077,7088
t1081,44313,0,6679,39881,31019,6646
t1082,42543,0,6888,38288,29780,6381
t1083,41626,0,7467,37463,29138,6243
t1084,41344,0,7846,37209,28940,6201
t1085,41116,0,8336,37004,28781,6167
t1086,40676,0,8820,36608,28473,6101
t1087,39894,0,8945,35904,27925,5984
t1088,41345,82,9036,37210,28941,6201
t1089,44648,1609,8903,40183,31253,6697
t1090,48033,4554,7780,43229,33623,7204
t1091,50354,7355,6851,45318,35247,7553
t1092,52188,9456,6705,46969,36531,7828
t1093,51067,10471,6665,45960,35746,7660
t1094,48224,10439,6658,43401,33756,7233
t1095,46911,8908,6727,42219,32837,7036
t1096,46159,5751,6947,41543,32311,6923
t1097,45824,2126,6957,41241,32076,6873
t1098,49343,171,8505,44408,34540,7401
t1099,54419,0,10154,48977,38093,8162
t1100,53699,0,10691,48329,37589,8054
t1101,51089,0,10493,45980,35762,7663
t1102,49778,0,10292,44800,34844,7466
t1103,50267,0,10483,45240,35186,7540
t1104,47736,0,10408,42962,33415,7160
t1105,45324,0,10126,40791,31726,6798
t1106,43731,0,10091,39357,30611,6559
t1107,43027,0,10046,38724,30118,6454
t1108,43705,0,9775,39334,30593,6555
t1109,45054,0,9574,40548,31537,6758
t1110,48083,0,9295,43274,33658,7212
t1111,54649,0,9364,49184,38254,8197
t1112,60251,94,9758,54225,42175,9037
t1113,63354,1306,9855,57018,44347,9503
t1114,65268,4026,9919,58741,45687,9790
t1115,66881,7042,9860,60192,46816,10032
t1116,67294,9051,8954,60564,47105,10094
t1117,66703,10339,8398,60032,46692,10005
t1118,65483,10680,7791,58934,45838,9822
t1119,63797,9277,7481,57417,44657,9569
t1120,62662,6254,7317,56395,43863,9399
t1121,61506,2528,7135,55355,43054,9225
t1122,63356,247,7608,57020,44349,9503
t1123,67297,0,8658,60567,47107,10094
t1124,66413,0,8917,59771,46489,9961
t1125,62152,0,8537,55936,43506,9322
t1126,59350,0,7637,53415,41545,8902
t1127,57670,0,6879,51903,40369,8650
t1128,53971,0,6060,48573,37779,8095
t1129,50914,0,5490,45822,35639,7637
t1130,48772,0,4734,43894,34140,7315
t1131,47558,0,4240,42802,33290,7133
t1132,47669,0,4118,42902,33368,7150
t1133,48902,0,3824,44011,34231,7335
t1134,51451,0,3405,46305,36015,7717
t1135,57912,0,3257,52120,40538,8686
t1136,63666,130,3092,57299,44566,9549
t1137,66232,1560,2784,59608,46362,9934
t1138,67531,3901,2190,60777,47271,10129
t1139,68793,5873,1667,61913,48155,10318
t1140,70101,6943,1443,63090,49070,10515
t1141,69182,6971,1489,62263,48427,10377
t1142,67941,6229,1411,61146,47558,10191
t1143,66911,4799,1584,60219,46837,10036
t1144,65801,2839,1744,59220,46060,9870
t1145,65094,962,2110,58584,45565,9764
t1146,66864,84,2412,60177,46804,10029
t1147,68637,0,2632,61773,48045,10295
t1148,66996,0,2638,60296,46897,10049
t1149,63150,0,2617,56835,44205,9472
t1150,59896,0,2774,53906,41927,8984
t1151,57499,0,2893,51749,40249,8624
t1152,53467,0,3000,48120,37426,8020
t1153,50271,0,2961,45243,35189,7540
t1154,48007,0,2826,43206,33604,7201
t1155,46757,0,2821,42081,32729,7013
t1156,47074,0,2874,42366,32951,7061
t1157,48169,0,3047,43352,33718,7225
t1158,51182,0,3177,46063,35827,7677
t1159,58580,0,3620,52722,41006,8787
t1160,64863,53,3769,58376,45404,9729
t1161,67454,584,3726,60708,47217,10118
t1162,68264,1823,3650,61437,47784,10239
t1163,69322,3587,3814,62389,48525,10398
t1164,69621,5576,3728,62658,48734,10443
t1165,68955,7095,4312,62059,48268,10343
t1166,68309,7614,4849,61478,47816,10246
t1167,67425,6831,5315,60682,47197,10113
t1168,66234,4674,5458,59610,46363,9935
t1169,64988,1986,5400,58489,45491,9748
t1170,66348,242,6301,59713,46443,9952
t1171,69495,0,7846,62545,48646,10424
t1172,69100,0,9250,62190,48370,10365
t1173,64964,0,9901,58467,45474,9744
t1174,61785,0,10110,55606,43249,9267
t1175,59120,0,9903,53208,41384,8868
t1176,54923,0,9546,49430,38446,8238
t1177,51457,0,9112,46311,36019,7718
t1178,49608,0,9119,44647,34725,7441
t1179,48643,0,9262,43778,34050,7296
t1180,48784,0,9452,43905,34148,7317
t1181,49937,0,9584,44943,34955,7490
t1182,52651,0,9578,47385,36855,7897
t1183,59555,0,9816,53599,41688,8933
t1184,65668,113,9911,59101,45967,9850
t1185,67880,1354,9674,61092,47516,10182
t1186,68189,4005,8917,61370,47732,10228
t1187,68699,6675,8939,61829,48089,10304
t1188,70054,8799,9609,63048,49037,10508
t1189,69148,10390,9619,62233,48403,10372
t1190,68592,11071,9257,61732,48014,10288
t1191,67519,10055,9029,60767,47263,10127
t1192,66468,7050,8775,59821,46527,9970
t1193,64855,3011,8649,58369,45398,9728
t1194,66127,393,9324,59514,46288,9919
t1195,69783,3,10517,62804,48848,10467
